name,address,type,lat,lon
The Face Shop - Toa Payoh Hub,"530 Lorong 6 Toa Payoh, Singapore",beauty_salon,1.331827,103.847565
NTUC Healthcare- Toa Payoh,"510 Lorong 6 Toa Payoh, Singapore",pharmacy,1.332592,103.847554
Singapore Homelink,"190 Lorong 6 Toa Payoh, Singapore",real_estate_agency,1.331568,103.848498
Matthew Teo,"430 Lorong 6 Toa Payoh, Singapore",real_estate_agency,1.331579,103.849209
C & H Group,"490 Lorong 6 Toa Payoh, #06-11 HDB Hub, Singapore",real_estate_agency,1.332254,103.848375
IBeauty and Slimming Centre,"186 Toa Payoh Central, Singapore",beauty_salon,1.332614,103.849984
Unicity Singapore Pte Ltd,"530 Lorong 6 Toa Payoh, #02-06, HDB Hub, Singapore",food,1.33227,103.84829
HSR Property Group,"190 Lorong 6 Toa Payoh, Singapore",real_estate_agency,1.331568,103.848498
Hua Yun International (Singapore) Pte Ltd,"Block 83, Commonwealth Close, #16-173, Singapore",store,1.304736,103.800365
Fong Tat Motor Co Pte Ltd,"357 Serangoon Road, Singapore",store,1.313013,103.855684
Klar Details,"48 Toh Guan Rd E, Singapore",car_repair,1.337086,103.754729
ILUVO (SHOP 1),"109 N Bridge Rd, Singapore",store,1.29133,103.850074
La Tendo,"109 North Bridge Road, #05-10/11/12 Funan Digitalife Mall, Singapore",clothing_store,1.291497,103.850004
CPD Co,"109 N Bridge Rd, Funan, Singapore",clothing_store,1.29125,103.850328
Being Kids Pte Ltd,"109 North Bridge Road, #05--17/17, Funan DigitaLife Mall, Singapore",clothing_store,1.291626,103.85039
Farle Enterprise Pte Ltd,Singapore,electronics_store,1.29133,103.850074
Targus Singapore,"109 North Bridge Road, #05-09, Funan DigitaLife Mall, Singapore",electronics_store,1.291342,103.850067
True Harmony (Funan),Singapore,beauty_salon,1.29133,103.850074
2ft Orthotics,"Level 2, Funan Digitalife Mall, 109 North Bridge Road, Singapore",health,1.291482,103.84994
Apple Shop - Harvey@Funan,"109 North Bridge Road, #B1-01, Funan DigitaLife Mall, 179097, Singapore",electronics_store,1.291318,103.850093
Kawaii Tokyo Pte Ltd - Funan IT Mall,"109 North Bridge Road, #01-28, 29, Funan IT Mall, Singapore",store,1.291428,103.850005
TenseSeconds Games Pte Ltd,"Funan DigitaLife Mall, 109 North Bridge Road, #05-41, Singapore",store,1.291482,103.84994
La Tendo,Singapore,store,1.291406,103.850327
The Carat Room,"101 Cecil St, Singapore",jewelry_store,1.281151,103.849353
APAC Law Corporation - HDB & Accident Claims Office,"190 Lorong 6 Toa Payoh, Singapore",lawyer,1.331568,103.848498
1855 The Bottle Shop - Toa Payoh,"190 Lorong 6 Toa Payoh, Singapore",liquor_store,1.331568,103.848498
DTZ Joanna Lam Branch Top Achiever Top Team Top Recruiter *Champion* 2013,"Fusion Bistro HDB Hub, Lorong 6 Toa Payoh, HDB Hub, Singapore",real_estate_agency,1.332253,103.848416
Jack\'s Place Restaurant,"430 Lorong 6 Toa Payoh, Singapore",restaurant,1.331284,103.849235
Nanyang Language and Business School,"135 Jurong Gateway Rd, Singapore",school,1.333788,103.739684
Taka Jewellery Pte Ltd - Jurong East Street,"135 Jurong East Street 13, Singapore",department_store,1.333855,103.739728
Smile Central Dental Clinic (Jurong East),"135 Jurong Gateway Rd, Singapore",dentist,1.333788,103.739684
My Little Genius (Jurong East),"135 Jurong Gateway Road #04-355, Singapore",school,1.333911,103.740174
GoldSilver Central Pte Ltd,"18 Cross St, Singapore",store,1.283599,103.846979
Petra Church,"18 Cross St, China Square Central #B1-05 The 3rd Space, Singapore",church,1.283746,103.846942
Brand\'s,"18 Cross Street, #12-01/08 China Square Central, Singapore",health,1.283386,103.847113
Health Supplements Industry Association Singapore,"18 Cross Street, #12-01/08, China Square Central, Singapore",food,1.283394,103.847103
ICN Trading Online Gift Shop,"55 Joo Chiat Pl, Singapore",store,1.313428,103.901192
AZORA CURTAIN PTE LTD,"173 Joo Chiat Rd, Singapore",home_goods_store,1.312472,103.900359
Buttercake N Cream (A Magical Adventure),"799 New Upper Changi Rd, Singapore",food,1.324574,103.932299
Erabelle - Bedok,"799 New Upper Changi Rd, Singapore",store,1.324574,103.932299
Apple Shop - Challenger@Bedok Point,"799 New Upper Changi Rd, Singapore",electronics_store,1.324574,103.932299
EC House Express Cut - Bedok Point,"799 New Upper Changi Rd, Singapore",hair_care,1.324574,103.932299
Pearl\'s Visioncare - Bedok,"799 New Upper Changi Rd, Singapore",health,1.324574,103.932299
JP Pepperdine,"799 New Upper Changi Rd, Singapore",restaurant,1.324574,103.932299
Ladyfinger - Bedok Point,"799 New Upper Changi Rd, Singapore",beauty_salon,1.324574,103.932299
Mos Burger - Bedok Point,"799 New Upper Changi Rd, Singapore",restaurant,1.324574,103.932299
Pet Lovers Centre - Bedok Point,"799 New Upper Changi Rd, Singapore",pet_store,1.324574,103.932299
Gong Cha Raffles City Shopping Centre,"252 N Bridge Rd, Singapore",food,1.29341,103.853742
Crumpler Raffles City,"252 North Bridge Road, Raffles City Shopping Centre, #B1-23, Singapore",clothing_store,1.293311,103.853844
Warehouse,"252 N Bridge Rd, Fairmont Singapore, Singapore",clothing_store,1.294161,103.853481
Geox,"Marks & Spencer Raffles City, Singapore",shoe_store,1.29401,103.85356
Precious Thots,"Marks & Spencer Raffles City, Singapore",store,1.294359,103.853281
Bloom B,"Calvin Klein Underwear, Singapore",clothing_store,1.293651,103.853262
Hong Kong Sheng Kee Dessert,"252 North Bridge Road, #b1-79, Raffles City Shopping Centre, City Hall",store,1.293458,103.853845
G2000,"Calvin Klein Underwear, Singapore",clothing_store,1.293772,103.853589
FE The Nail Lounge,"252 North Bridge Road, #02-27b, Raffles City Shopping Centre, Singapore",beauty_salon,1.293978,103.853864
E Force Network Pte Ltd (SingTel),"Marks & Spencer Raffles City, Singapore",store,1.294264,103.853367
Smoulder - Softcore Bakers,"252 North Bridge Road, #B1-68, Raffles City Shopping Centre, Singapore",bakery,1.293399,103.853858
Dorothy Perkins,Singapore,shoe_store,1.29402,103.853325
Jean Yip Hairdressing @Raffles City Shopping Centre,Singapore,beauty_salon,1.293456,103.854019
Cedele (Raffles City Level 3),"N Bridge Rd, Singapore",bakery,1.293787,103.853774
The Face Shop,"Calvin Klein Underwear, Singapore",beauty_salon,1.293736,103.853275
U-Boat Intalian Fontana,"Calvin Klein Underwear, Singapore",store,1.293644,103.853789
Jet Concepts,"Raffles City, Singapore",beauty_salon,1.293346,103.854033
Paper Market,"252 North Bridge Road, #B1-27, Singapore",store,1.293299,103.853648
Gingersnaps,"Calvin Klein Underwear, Singapore",clothing_store,1.293593,103.853296
Das Erzgebirge-Haus,"Calvin Klein Underwear, Singapore",store,1.293866,103.853601
Aigner,"Calvin Klein Underwear, Singapore",store,1.293878,103.853368
Womb,"2 Orchard Turn, Singapore",clothing_store,1.29391,103.853581
GG<5,"Calvin Klein Underwear, Singapore",clothing_store,1.29377,103.853591
Petale Jewellery,"Raffles City, Singapore",jewelry_store,1.293956,103.853361
Tommy Hilfiger Store - Raffles City Shopping Centre,"252 North Bridge Road, #01-38 Raffles City Shopping Centre, Singapore",clothing_store,1.293994,103.853379
Golden Village,"1 Kim Seng Promenade, Singapore",movie_theater,1.293724,103.83189
Bangkok Jam,"02-26 Great World CIty, 1 Kim Seng Promenade, Singapore",restaurant,1.293619,103.831652
Ben & Jerry\'s GWC,"1 Kim Seng Promenade, Singapore",store,1.29361,103.832087
Molecule,"1 Kim Seng Promenade, Singapore",furniture_store,1.294129,103.83147
Kuishin-Bo Dining,"1 Kim Seng Promenade, Singapore",restaurant,1.293824,103.832191
Four seasons organic market,"1 Kim Seng Promenade, Singapore",grocery_or_supermarket,1.293646,103.832361
Kedai Kue,"1 Kim Seng Promenade, Singapore",bakery,1.293814,103.831806
Pepper (Great World City),"1 Kim Seng Promenade, Great World City #01-66/67, Singapore",restaurant,1.294331,103.832022
Veronica\'s florist & gifts,"1 Kim Seng Promenade, Singapore",florist,1.293741,103.831765
Orpheus Dive,"16 Zion Rd, Singapore",store,1.294137,103.83083
Gastronomia - River Valley,"1 Kim Seng Promenade, Singapore",cafe,1.294075,103.831913
Hush Puppies,"1 Kim Seng Promenade, Singapore",shoe_store,1.293927,103.831876
Pets\' Love,"374 River Valley Rd, Singapore",pet_store,1.295731,103.830512
Food junction,"1 Kim Seng Promenade, Singapore",liquor_store,1.294142,103.831534
Esprit,"1 Kim Seng Promenade, Singapore",clothing_store,1.293682,103.831626
Zara,"1 Kim Seng Promenade, Singapore",clothing_store,1.294092,103.831595
Kuriya Japenese Fresh Fish Market,"1 Kim Seng Promenade, #B1-07, Great World City, Singapore",food,1.293783,103.831871
Royal Sporting House,"1 Kim Seng Promenade, Singapore",shoe_store,1.293817,103.832014
Everbest,"1 Kim Seng Promenade, Singapore",shoe_store,1.293612,103.83206
The Soupery Pte Ltd,"Stall #07, Food Junction, 1 Kim Seng Promenade,, #B1-16/17 Singapore, Singapore",restaurant,1.293984,103.832088
Ogawa,"1 Kim Seng Promenade, Singapore",store,1.293745,103.832168
Precious Thots,"1 Kim Seng Promenade, Singapore",store,1.293847,103.831592
Origin Asia,"372 River Valley Rd, Singapore",furniture_store,1.29575,103.830573
The Butcher\'s Dog,"1 Kim Seng Promenade, Great World City #B2-11/12, Singapore",food,1.293696,103.832198
Goldheart,"1 Kim Seng Promenade, Singapore",jewelry_store,1.293877,103.831641
Garrett Popcorn Shops,"1 Kim Seng Promenade, Singapore",food,1.293641,103.831816
Ns\' Boutique,"1 Kim Seng Promenade, Singapore",clothing_store,1.293699,103.832009
Uomasa @ Ebisboshi Shotengai (Great World City),"1 Kim Seng Promenade, Singapore",restaurant,1.293852,103.83223
Browhaus - Great World City,"1 Kim Seng Promenade, #03-10, Great World City, Singapore",beauty_salon,1.293667,103.831932
Chiropractic First,"1 Kim Seng Promenade, #08-05 GWC East Tower, Singapore",health,1.293635,103.831918
Harney Westwood & Riegels Singapore LLP,"20 Collyer Quay #21-02, Singapore",lawyer,1.284364,103.852956
Eurosa Furniture Co Pte Ltd (Sg Kadut),"181 Orchard Road, #07-10/11/12/13, Singapore",furniture_store,1.300817,103.839016
Magma Heritage,"82 Lorong 23 Geylang, Singapore",store,1.300817,103.839016
Whitehouse By Just 10,"181 Orchard Road, #B1-26, Singapore",hair_care,1.300817,103.839016
Maker Trading Pte Ltd,"1 Somerset Rd, Singapore",storage,1.300247,103.839047
Kuriya Dining,"181 Orchard Road, #12-02, Singapore",restaurant,1.300817,103.839016
Haach @ 181 Orchard Pte. Ltd.,"181 Orchard Road, #03-10/11, Singapore",beauty_salon,1.300817,103.839016
Kimarie Hair & Beauty Training Centre Pte. Ltd.,"181 Orchard Road, #06-15/16/17, Singapore",beauty_salon,1.300817,103.839016
Parlour Group Pte. Ltd,"181 Orchard Road, #03-19, Singapore",beauty_salon,1.300817,103.839016
ANK,"181, Singapore",jewelry_store,1.300775,103.839305
Scandinavian Business Seating Asia Pte Ltd,"38 Pagoda St, Singapore",furniture_store,1.283501,103.844498
Amabel & Associates,"21 Mosque St, Singapore",accounting,1.283702,103.844688
Crossings Cafe,"#01-01, 55 Waterloo St, Singapore",food,1.298409,103.851298
Venuerific,"261 Waterloo St, Singapore",lodging,1.298496,103.851496
SGX Singapore Exchange,"4 Shenton Way, Singapore",finance,1.279283,103.849849
Tradition Financial Services,"2 Shenton Way, Singapore",finance,1.279457,103.849971
Aqua Voyage Pte Ltd,Singapore,travel_agency,1.279464,103.849946
Trust International Asia Pacific,Singapore,lodging,1.279292,103.849818
Acadian Asset Management,"8 Shenton Way, Singapore",finance,1.279457,103.849971
Country Holidays Travel Pte Ltd,"111 N Bridge Rd, Singapore",travel_agency,1.292307,103.850442
Ark Advisors,"111 N Bridge Rd, Singapore",finance,1.292307,103.850442
Executive Automobile,"111 N Bridge Rd, Singapore",car_dealer,1.292307,103.850442
Extreme Wellness Group Pte Ltd,"111 N Bridge Rd, Singapore",health,1.292307,103.850442
Allsports Equipment,Singapore,store,1.292307,103.850442
Rochdale Realty Pte Ltd,"111 N Bridge Rd, Singapore",real_estate_agency,1.292307,103.850442
Aimedia Asia Pacific Pte Ltd,"111 North Bridge Road, #07-04, Peninsula Plaza, Singapore",home_goods_store,1.29242,103.850353
Dive Buddies Pte Ltd,"111 North Bridge Road, #05-32, Peninsula Plaza, Singapore",school,1.29242,103.850353
Asia Industrial Materials Pte Ltd,"111 North Bridge Road, #27-01, Peninsula Plaza, Singapore",store,1.29242,103.850353
Corporate Compass,"111 N Bridge Rd, Singapore",finance,1.292307,103.850442
Alliance Practice LLP,"111 N Bridge Rd, Singapore",finance,1.292307,103.850442
Loan Hub,"111 N Bridge Rd, Singapore",bank,1.292307,103.850442
Wealth Growth Consultancy Pte. Ltd.,"111 N Bridge Rd, Singapore",finance,1.292307,103.850442
Success Coaching and Consultancy Pte Ltd,"111 N Bridge Rd, Singapore",school,1.292307,103.850442
Singapore Home Loan Banks Free Comparison - PropertyLoanSingapore.com - Cash Rewards Singapore,"111 N Bridge Rd, Singapore",lodging,1.292307,103.850442
Citispa - Bedok Point,"799 New Upper Changi Rd, Singapore",spa,1.324574,103.932299
On Line Credit Pte Ltd,Singapore,finance,1.324665,103.932116
Anne Tay & Associates,"Bras Basah Rd, Singapore",finance,1.297917,103.850241
Agnes Lim & Associates,"Bras Basah Rd, Singapore",finance,1.297917,103.850241
V Hotel Bencoolen,"48 Bencoolen St, Singapore",lodging,1.297995,103.850096
Azora Curtain Pte. Ltd.,"424 Balestier Rd, Singapore",home_goods_store,1.326206,103.849077
Chan Huat Electric Pte Ltd - 441 Balestier,"441 Balestier Rd, Singapore",store,1.326096,103.84836
I-Bridge Design Pte. Ltd.,"424 Balestier Rd, Giffard Mansion, Singapore",home_goods_store,1.32588,103.84936
Abdul Hamid Mosque,"10 Gentle Rd, Singapore",mosque,1.320054,103.841061
Kid2Youth by SCOOL,"6 Raffles Boulevard #01-01/02/03 Marina Square, Singapore",furniture_store,1.292103,103.856529
Bumwear,"6 Raffles Blvd, Marina Square, Singapore",clothing_store,1.291648,103.85664
Chateau Whisky & Wine Lounge,"64 Club St, Singapore",night_club,1.281616,103.845998
Chateau de Chillon,"64 Club St, Singapore",restaurant,1.281616,103.845998
Savanh Restaurant,"47 Club St, Singapore",restaurant,1.28224,103.845992
Zona Felice Salon,"52 Club Street, Singapore",hair_care,1.282119,103.84583
Tongil Singapore Private Limited,"61 Club St, Singapore",food,1.281691,103.846019
Legalstudio.com Pte Ltd,"45 Club St, Singapore",lawyer,1.282271,103.846102
Thomas Carlington & Associates Pte Ltd,"44 Club St, Singapore",finance,1.282273,103.84593
Spa Botanica - Tanglin Club,"Club St, Singapore",spa,1.282419,103.846151
Magenta Advisors Pte Ltd,"49 Club St, Singapore",finance,1.282136,103.845982
Toast Box,"#B1-03, Shaw House, 350 Orchard Rd, Singapore",cafe,1.305691,103.83178
PPP Skin Laser Clinic - Lucky Plaza,"304 Orchard Road, #01-95/97, Lucky Plaza, Singapore",beauty_salon,1.306085,103.831009
Nichii International Clinic,"#10-00 Shaw House, 350 Orchard Rd, Singapore",health,1.306069,103.831401
Chiropractic Works,"360 Orchard Rd, Singapore",physiotherapist,1.305956,103.831326
Dg Packaging Pte. Ltd.,"8 Temasek Blvd, Singapore",store,1.2953,103.859387
Advent Health LLP,"Temasek Blvd, Singapore",health,1.295241,103.859489
Teck Kee Tanglin Pau,"8 Temasek Boulavard, Suntec City Mall, Tower 3, Singapore",restaurant,1.295351,103.859322
Gmask,"8 Temasek Boulevard, Penthouse, Suntec Tower Three, 038988, Singapore",electronics_store,1.295252,103.85948
Lexikon Pte Ltd,"8 Temasek Boulevard, Level 42, Suntec Tower Three, Singapore",home_goods_store,1.295423,103.859518
All Property Solutions Singapore Pte Ltd,Singapore,finance,1.295241,103.859489
Montagut - Causeway Point (Metro),"1 Woodlands Square, Singapore",clothing_store,1.43584,103.786254
The Connoisseur Concerto (TCC) - Nanyang Academy of Fine Arts (NAFA),Singapore,restaurant,1.299834,103.851217
Zinga Fitness,"511 Guillemard Rd, Singapore",clothing_store,1.31443,103.891304
Cellarbration - Ang Mo Kio,"410 Ang Mo Kio Avenue 10, Singapore",liquor_store,1.362823,103.854565
Orange Clove Catering Pte Ltd,"1 Kaki Bukit Road, Singapore",food,1.33324,103.902074
Gateway 21 Agency Pte Ltd,"1 Kaki Bukit Road 1, #02-44, Singapore",home_goods_store,1.33324,103.902074
Hyundai RTMT Motor,"61 Ubi Avenue 2, Automobile Megamart, Singapore",car_dealer,1.332273,103.901286
Mina & Liili Muesli,"2 Kallang Ave, Singapore",food,1.311457,103.863447
Lian Hin Pte Ltd,"2 Kallang Ave, CT Hub @ Kallang, Singapore",store,1.311579,103.863384
Colourbox Interior Pte Ltd,"2 Whampoa Dr, Singapore",home_goods_store,1.322477,103.852993
LINS Smoodees Bar and Showroom,"#B1-02 China Square Central, 18 Cross St, Singapore",bar,1.283353,103.84686
Geyer Environments Pte. Ltd.,"22 Cross Street, 02-59 China Square Central, Singapore",home_goods_store,1.283657,103.847086
Choong KL,"177 Toa Payoh Central, Singapore",real_estate_agency,1.333711,103.848886
Phillip Securities Pte Ltd,"177 #01-132 Toa Payoh Central, Singapore",finance,1.333859,103.848862
Kitoko Kalani - Toa Payoh,"183 Toa Payoh Central, Singapore",store,1.333341,103.84889
Harry\'s - Riverside Point,"30 Merchant Road, #01-04, Riverside Point, Singapore",bar,1.288583,103.84386
Singapore Seafood Republic (Resorts World Sentosa),"#01-292, Waterfront, Resorts World Sentosa, 26 Sentosa Gateway, Singapore",restaurant,1.257548,103.822684
Hershey\'s Store,"Sentosa Gateway #01-075/076/077, Singapore",food,1.256283,103.821216
State Bank of India,"26 Sentosa Gateway, Singapore",atm,1.257681,103.822223
Skin Inc.,"26 Sentosa Gateway, #02-105, Resorts World-Vie Beaute, Singapore",beauty_salon,1.257689,103.822227
Slappy Cakes,"Resorts World Sentosa 26 Sentosa Gateway ,#01-29, Singapore",bakery,1.257094,103.821397
Canadian Pizza,"8 Jalan Klapa, Singapore",restaurant,1.304289,103.859943
Green Apple Spa,"765 N Bridge Rd, Singapore",spa,1.303588,103.859486
The Gourmet Pie Company Pte Ltd,"776 N Bridge Rd, Singapore",restaurant,1.303584,103.859846
Autoform Enterprise,"1 Syed Alwi Rd, Singapore",store,1.306235,103.858588
Yuan Da Building Products Pte Ltd,"39 Syed Alwi Rd, Singapore",store,1.306978,103.8584
Steward\'S Solution,"11 Syed Alwi Rd, Singapore",restaurant,1.306738,103.858046
Aik Chin Hin @ Kelantan,"31 Kelantan Ln, Singapore",hardware_store,1.306661,103.856707
Novatech Resources Pte Ltd,"11 Syed Alwi Rd, Singapore",store,1.306738,103.858046
Rsd Fire Engineering Pte. Ltd.,"23 Kelantan Ln, Singapore",electrician,1.306506,103.856542
Honest Tdg Co. (Pte) Ltd,"11 Syed Alwi Rd, Singapore",store,1.306738,103.858046
Kurios Design Pte Ltd,"302 Jalan Besar, Singapore",home_goods_store,1.30686,103.856655
