name,address,type,lat,lon
238 Serangoon Avenue 2,"Serangoon Avenue 2, Singapore",hdb,1.353547,103.869015
238 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.3395782,103.7411338
238 Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3907665,103.8983658
238 Hougang Avenue 1,"Hougang Avenue 1, Singapore",hdb,1.357292,103.889264
238 Bukit Panjang Ring Road,"Bukit Panjang Ring Road, Singapore",hdb,1.379808,103.770682
237 Tampines Street 21,"Tampines Street 21, Singapore",hdb,1.3557153,103.9472026
237 Yishun Ring Road,"Yishun Ring Road, Singapore",hdb,1.433489,103.838889
237 Lorong 1 Toa Payoh,"Lorong 1 Toa Payoh, Singapore",hdb,1.339747,103.852242
237 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.374085,103.962871
237 Hougang Street 21,"Hougang Street 21, Singapore",hdb,1.356562,103.88881
237 Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3896612,103.8982089
237 Bukit Panjang Ring Road,"Bukit Panjang Ring Road, Singapore",hdb,1.378565,103.770647
237 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.379447,103.748287
237 Bishan Street 22,"Bishan Street 22, Singapore",hdb,1.359175,103.84666
236 Serangoon Avenue 3,"Serangoon Avenue 3, Singapore",hdb,1.354244,103.869825
236 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.3743825,103.962626
236 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.340395,103.742129
236 Lorong 1 Toa Payoh,"Lorong 1 Toa Payoh, Singapore",hdb,1.3396735,103.8517734
236 Hougang Avenue 1,"Hougang Avenue 1, Singapore",hdb,1.357845,103.888952
236 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.379817,103.74821
236 Bukit Batok East Avenue 5,"Bukit Batok East Avenue 5, Singapore",hdb,1.349406,103.755786
236 Bukit Panjang Ring Road,"Bukit Panjang Ring Road, Singapore",hdb,1.3778513,103.7727776
235 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.434638,103.838351
235 Simei Street 4,"Simei Street 4, Singapore",hdb,1.3430826,103.9555572
235 Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3909842,103.8996542
235 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.3735741,103.9624402
234A Serangoon Avenue 2,"Serangoon Avenue 2, Singapore",hdb,1.354354,103.868919
235 Bukit Batok East Avenue 5,"Bukit Batok East Avenue 5, Singapore",hdb,1.348513,103.756289
234 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.434407,103.837616
234 Tampines Street 21,"Tampines Street 21, Singapore",hdb,1.355895,103.948263
234 Simei Street 4,"Simei Street 4, Singapore",hdb,1.3433114,103.9551783
234 Serangoon Avenue 3,"Serangoon Avenue 3, Singapore",hdb,1.354804,103.869531
234 Hougang Avenue 1,"Hougang Avenue 1, Singapore",hdb,1.3579073,103.8886025
234 Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3898267,103.9004401
234 Bukit Batok East Avenue 5,"Bukit Batok East Avenue 5, Singapore",hdb,1.349139,103.755429
234 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.3802605,103.7481826
234 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.3676036,103.8371882
233 Serangoon Avenue 3,"Serangoon Avenue 3, Singapore",hdb,1.355131,103.869141
233 Pasir Ris Drive 4,"Pasir Ris Drive 4, Singapore",hdb,1.374413,103.962057
233 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.338255,103.858899
233 Bain Street,"Bain Street, Singapore",hdb,1.2969856,103.8541296
233 Bukit Batok East Avenue 5,"Bukit Batok East Avenue 5, Singapore",hdb,1.3487369,103.755312
232 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.434644,103.837103
233 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.367547,103.836741
232 Tampines Street 21,"Tampines Street 21, Singapore",hdb,1.356409,103.948708
232 Serangoon Avenue 3,"Serangoon Avenue 3, Singapore",hdb,1.354752,103.868729
232 Pasir Ris Drive 4,"Pasir Ris Drive 4, Singapore",hdb,1.374721,103.961672
232 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.337565,103.858843
232 Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3896619,103.9015573
232 Bishan Street 22,"Bishan Street 22, Singapore",hdb,1.358231,103.845705
232 Bain Street,"Bain Street, Singapore",hdb,1.2972256,103.8539165
232 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.3688012,103.8368175
231 Serangoon Avenue 3,"Serangoon Avenue 3, Singapore",hdb,1.355019,103.86837
231 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.3414111,103.738296
231 Pending Road,"Pending Road, Singapore",hdb,1.3763042,103.7724012
231 Hougang Street 21,"Hougang Street 21, Singapore",hdb,1.358018,103.887745
231 Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3885586,103.9016249
231 Bukit Batok East Avenue 5,"Bukit Batok East Avenue 5, Singapore",hdb,1.349091,103.754486
231 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.380084,103.746114
231 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.357508,103.846709
230E Tampines Street 24,"Tampines Street 24, Singapore",hdb,1.356077,103.950973
230H Tampines Street 21,"Tampines Street 21, Singapore",hdb,1.356333,103.950007
230 Pending Road,"Pending Road, Singapore",hdb,1.3760506,103.7721151
230 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.338257,103.859303
230 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.372718,103.9610189
230 Bukit Batok East Avenue 3,"Bukit Batok East Avenue 3, Singapore",hdb,1.3445765,103.7581093
230 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.368855,103.837898
230 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.357946,103.845494
23 Telok Blangah Crescent,"Telok Blangah Crescent, Singapore",hdb,1.276065,103.820835
23 St. Georges Road,"St. Georges Road, Singapore",hdb,1.3249824,103.8619087
23 Marsiling Drive,"Marsiling Drive, Singapore",hdb,1.441542,103.7733
23 Sin Ming Road,"Sin Ming Road, Singapore",hdb,1.354774,103.836079
23 Hougang Avenue 3,"Hougang Avenue 3, Singapore",hdb,1.364857,103.890728
23 Jalan Membina,"Jalan Membina, Singapore",hdb,1.2845692,103.8268489
23 Dover Crescent,"Dover Crescent, Singapore",hdb,1.30744,103.783649
23 Ghim Moh Link,"Ghim Moh Link, Singapore",hdb,1.310101,103.789283
23 Bendemeer Road,"Bendemeer Road, Singapore",hdb,1.317712,103.862777
229 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.434889,103.836926
229 Simei Street 4,"Simei Street 4, Singapore",hdb,1.34351,103.956509
229 Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.388552,103.900785
229 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.355982,103.870279
229 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.380654,103.746368
228A Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3877969,103.9015861
228 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.356364,103.870257
228 Simei Street 4,"Simei Street 4, Singapore",hdb,1.3419315,103.9560886
228 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.380946,103.746498
228 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.338885,103.858574
228 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.3577423,103.8488964
227C Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.386776,103.901124
227A Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.387066,103.900351
227B Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.387241,103.900648
227 Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.354985,103.9539418
227 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.356018,103.871015
227 Pending Road,"Pending Road, Singapore",hdb,1.374959,103.771467
227 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.3714261,103.9614769
227 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.33904,103.857958
227 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.380896,103.745849
227 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.341822,103.736086
227 Bukit Batok Central,"Bukit Batok Central, Singapore",hdb,1.348453,103.753413
227 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.358071,103.847138
226C Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.387809,103.899906
226E Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Singapore",hdb,1.367489,103.839307
226 Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.355518,103.954016
226 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.3394839,103.856914
226 Bukit Batok Central,"Bukit Batok Central, Singapore",hdb,1.34875,103.752949
226 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.3395425,103.7407928
226 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.3579048,103.8487127
226 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Singapore",hdb,1.366825,103.839862
225 Toa Payoh Lorong 8,"Toa Payoh Lorong 8, Singapore",hdb,1.339482,103.855783
225A Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.342097,103.736826
225 Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.3549844,103.9540417
225 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.380946,103.74501
224A Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.387839,103.898171
224 Simei Street 4,"Simei Street 4, Singapore",hdb,1.3429785,103.9572643
224 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.341177,103.856066
224 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.370736,103.961021
224 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.380789,103.74467
224 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.358946,103.847699
223A Compassvale Walk,"Compassvale Walk, Singapore",hdb,1.3891895,103.8975057
223A Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.34137,103.736755
223 Simei Street 4,"Simei Street 4, Singapore",hdb,1.3424408,103.9576061
223 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.3573819,103.8704646
223 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.381536,103.745373
222 Tampines Street 24,"Tampines Street 24, Singapore",hdb,1.355521,103.952689
223 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Singapore",hdb,1.3658517,103.839907
222 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.358442,103.871224
222 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.3395273,103.7406412
222 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.3415831,103.8554642
222 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Singapore",hdb,1.36604,103.839369
221A Boon Lay Place,"Boon Lay Place, Singapore",hdb,1.385406,103.766228
221B Bedok Central,"Bedok Central, Singapore",hdb,1.325007,103.934499
221A Bedok Central,"Bedok Central, Singapore",hdb,1.325064,103.934877
221 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.318892,103.749222
221 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.359159,103.871811
221 Tampines Street 24,"Tampines Street 24, Singapore",hdb,1.3550027,103.9525264
221 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.37026,103.961361
221 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.342616,103.856972
221 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.382245,103.745086
221 Hougang Street 21,"Hougang Street 21, Singapore",hdb,1.356605,103.883651
221 Bukit Batok East Avenue 3,"Bukit Batok East Avenue 3, Singapore",hdb,1.3491975,103.7532552
221 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Singapore",hdb,1.3661796,103.8399591
221 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.357869,103.848923
220C Bedok Central,"Bedok Central, Singapore",hdb,1.325388,103.933957
220B Bedok Central,"Bedok Central, Singapore",hdb,1.3258263,103.9344976
220 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.31951,103.749222
220A Bedok Central,"Bedok Central, Singapore",hdb,1.325537,103.934689
220 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.35874,103.872225
220 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.3415826,103.8556557
220 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.34107,103.737466
22 Telok Blangah Crescent,"Telok Blangah Crescent, Singapore",hdb,1.3906753,103.8399673
220 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.357469,103.848845
22 Marsiling Drive,"Marsiling Drive, Singapore",hdb,1.441899,103.774372
22 Sin Ming Road,"Sin Ming Road, Singapore",hdb,1.357469,103.839097
22 Teban Gardens Road,"Teban Gardens Road, Singapore",hdb,1.446468,103.820483
22 Jalan Membina,"Jalan Membina, Singapore",hdb,1.284783,103.826113
22 Ghim Moh Link,"Ghim Moh Link, Singapore",hdb,1.312641,103.789283
22 Havelock Road,"Havelock Road, Singapore",hdb,1.28279,103.83818
22 Hougang Avenue 3,"Hougang Avenue 3, Singapore",hdb,1.3640634,103.8906537
22 Eunos Crescent,"Eunos Crescent, Singapore",hdb,1.324795,103.902021
22 Boon Keng Road,"Boon Keng Road, Singapore",hdb,1.3179072,103.8615321
22 Dover Crescent,"Dover Crescent, Singapore",hdb,1.307057,103.783589
22 Bedok South Avenue 1,"Bedok South Avenue 1, Singapore",hdb,1.3228693,103.9321188
219C Bedok Central,"Bedok Central, Singapore",hdb,1.324764,103.933417
219D Bedok Central,"Bedok Central, Singapore",hdb,1.324867,103.933791
219B Bedok Central,"Bedok Central, Singapore",hdb,1.325326,103.933562
219 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.31951,103.747947
219A Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.34061,103.737445
219A Bedok Central,"Bedok Central, Singapore",hdb,1.325254,103.93319
219 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.358364,103.872185
219 Petir Road,"Petir Road, Singapore",hdb,1.3741997,103.7725828
219 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.369265,103.961693
219 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.342768,103.855869
219 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.340765,103.738015
219 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.357415,103.84943
219 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Singapore",hdb,1.365979,103.840649
218 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.318892,103.748643
218 Tampines Street 24,"Tampines Street 24, Singapore",hdb,1.354628,103.9524835
218 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.369412,103.961439
218 Petir Road,"Petir Road, Singapore",hdb,1.374505,103.773478
218 Marsiling Crescent,"Marsiling Crescent, Singapore",hdb,1.446523,103.773391
218 Bedok North Street 1,"Bedok North Street 1, Singapore",hdb,1.327723,103.9337344
218 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.347351,103.754316
217 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.319018,103.748643
217 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.357636,103.872093
217 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.3699094,103.9613028
217 Petir Road,"Petir Road, Singapore",hdb,1.37418,103.774393
217 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.383318,103.746557
216 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.432351,103.836249
216 Petir Road,"Petir Road, Singapore",hdb,1.374636,103.774667
216 Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.3542334,103.9528851
216 Marsiling Lane,"Marsiling Lane, Singapore",hdb,1.44713,103.772172
216 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.3828038,103.747022
215B Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.3166,103.8612
216 Ang Mo Kio Avenue 1,"Ang Mo Kio Avenue 1, Singapore",hdb,1.366555,103.842711
215 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.357851,103.873532
215 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.339542,103.738322
215 Marsiling Lane,"Marsiling Lane, Singapore",hdb,1.447606,103.772062
215 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.346686,103.753611
214 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.43153,103.836136
214 Petir Road,"Petir Road, Singapore",hdb,1.374939,103.774853
214 Serangoon Avenue 4,"Serangoon Avenue 4, Singapore",hdb,1.357324,103.873635
214 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.367891,103.961473
214 Marsiling Lane,"Marsiling Lane, Singapore",hdb,1.446969,103.771713
214 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.3394938,103.7389446
214 Lorong 8 Toa Payoh,"Lorong 8 Toa Payoh, Singapore",hdb,1.341828,103.85437
214 Boon Lay Place,"Boon Lay Place, Singapore",hdb,1.349005,103.712168
214 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.3683374,103.8414863
214 Bedok North Street 1,"Bedok North Street 1, Singapore",hdb,1.3261506,103.9331165
213B Punggol Walk,"Punggol Walk, Singapore",hdb,1.372,103.853
213B Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
213A Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
213 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.431851,103.836331
213 Marsiling Crescent,"Marsiling Crescent, Singapore",hdb,1.446376,103.772198
213 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.3820951,103.747234
213 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.339031,103.739775
213 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.346838,103.752303
213 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.36776,103.84125
212B Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.3166,103.8612
212C Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.3166,103.8612
212A Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.3166,103.8612
212 Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.354413,103.9546733
212 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.3394781,103.7402633
212 Marsiling Crescent,"Marsiling Crescent, Singapore",hdb,1.44619,103.77309
212 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.38247,103.747346
212 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.3683327,103.841514
212 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.347206,103.752088
211D Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
211B Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
211C Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
211A Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
211 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.431745,103.838293
211 Petir Road,"Petir Road, Singapore",hdb,1.374664,103.776145
211 Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.354067,103.954792
211 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.338641,103.740037
211 New Upper Changi Road,"New Upper Changi Road, Singapore",hdb,1.325542,103.931498
211 Boon Lay Place,"Boon Lay Place, Singapore",hdb,1.3473007,103.7126387
210C Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
211 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.369194,103.841667
210B Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3166,103.8612
210 Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.3539212,103.9539515
210 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.431278,103.838702
210 Serangoon Central,"Serangoon Central, Singapore",hdb,1.35492,103.873638
210 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.382496,103.747937
210 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.3394535,103.7397565
210 Petir Road,"Petir Road, Singapore",hdb,1.374191,103.776256
210 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.345498,103.749959
21 Telok Blangah Crescent,"Telok Blangah Crescent, Singapore",hdb,1.276753,103.821367
210 Boon Lay Place,"Boon Lay Place, Singapore",hdb,1.34799,103.71266
21 Teban Gardens Road,"Teban Gardens Road, Singapore",hdb,1.446192,103.819998
21 St. Georges Road,"St. Georges Road, Singapore",hdb,1.324986,103.862097
21 Joo Seng Road,"Joo Seng Road, Singapore",hdb,1.333963,103.880714
21 Jalan Membina,"Jalan Membina, Singapore",hdb,1.2850753,103.8254265
21 Holland Drive,"Holland Drive, Singapore",hdb,1.3110252,103.792648
21 Ghim Moh Road,"Ghim Moh Road, Singapore",hdb,1.310101,103.788547
21 Eunos Crescent,"Eunos Crescent, Singapore",hdb,1.3241925,103.9020894
21 Dover Crescent,"Dover Crescent, Singapore",hdb,1.307035,103.784662
21 Chai Chee Road,"Chai Chee Road, Singapore",hdb,1.3265699,103.923162
209C Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.383946,103.89908
209A Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3839241,103.8978863
209 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.431472,103.837697
209 Serangoon Central,"Serangoon Central, Singapore",hdb,1.354436,103.874258
209 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.341862,103.844835
209 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.337825,103.740095
208B Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.384545,103.89883
208 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.431017,103.83762
208A Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.384361,103.898491
208 Petir Road,"Petir Road, Singapore",hdb,1.373986,103.775028
208 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.3679691,103.9612193
208 New Upper Changi Road,"New Upper Changi Road, Singapore",hdb,1.3257,103.931074
208 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.3452222,103.7512712
208 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.338431,103.742663
208 Boon Lay Place,"Boon Lay Place, Singapore",hdb,1.346577,103.714429
207D Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.384741,103.898165
207A Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3923389,103.898165
207C Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.384741,103.898165
207 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.3665369,103.9622739
207 Petir Road,"Petir Road, Singapore",hdb,1.373697,103.774851
207 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.431274,103.837047
206B Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.387449,103.8969539
206D Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.386874,103.897153
206C Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.386806,103.897541
206A Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3864939,103.896738
206 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.342313,103.846512
206 Tampines Street 21,"Tampines Street 21, Singapore",hdb,1.3510375,103.9523392
206 Serangoon Central,"Serangoon Central, Singapore",hdb,1.353475,103.873392
206 Marsiling Drive,"Marsiling Drive, Singapore",hdb,1.445423,103.773349
206 Petir Road,"Petir Road, Singapore",hdb,1.373732,103.774112
206 Clementi Avenue 6,"Clementi Avenue 6, Singapore",hdb,1.321499,103.762236
206 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.344949,103.7150319
206 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.3452317,103.7512701
205A Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.385536,103.897503
205C Compassvale Lane,"Compassvale Lane, Singapore",hdb,1.3865459,103.8976768
205 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.34228,103.847848
205 Tampines Street 21,"Tampines Street 21, Singapore",hdb,1.351962,103.9520478
205 Choa Chu Kang Central,"Choa Chu Kang Central, Singapore",hdb,1.380926,103.748559
205 Marsiling Drive,"Marsiling Drive, Singapore",hdb,1.444929,103.773483
205 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.347001,103.7501372
204D Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.3882602,103.8953921
204B Punggol Field,"Punggol Field, Singapore",hdb,1.398593,103.903322
204C Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.387362,103.894813
204B Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.388991,103.896246
204 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.4307939,103.835799
204A Punggol Field,"Punggol Field, Singapore",hdb,1.3988291,103.9024789
204 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.342026,103.850654
204 Petir Road,"Petir Road, Singapore",hdb,1.373187,103.77481
204 Marsiling Drive,"Marsiling Drive, Singapore",hdb,1.444204,103.774021
204 Bishan Street 23,"Bishan Street 23, Singapore",hdb,1.354937,103.847422
204 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.344382,103.715094
203D Compassvale Road,"Compassvale Road, Singapore",hdb,1.387014,103.895519
203E Compassvale Road,"Compassvale Road, Singapore",hdb,1.387353,103.895952
203B Compassvale Road,"Compassvale Road, Singapore",hdb,1.386902,103.894636
203A Compassvale Road,"Compassvale Road, Singapore",hdb,1.3864373,103.8951441
203A Punggol Field,"Punggol Field, Singapore",hdb,1.398525,103.903862
203 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.430698,103.836577
203 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.342026,103.850654
203 Pasir Ris Street 21,"Pasir Ris Street 21, Singapore",hdb,1.367135,103.962052
203 Petir Road,"Petir Road, Singapore",hdb,1.373184,103.775503
202A Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.388226,103.89314
202C Sengkang East Road,"Sengkang East Road, Singapore",hdb,1.3868477,103.8923831
202A Punggol Field,"Punggol Field, Singapore",hdb,1.399546,103.904406
202 Yishun Street 21,"Yishun Street 21, Singapore",hdb,1.430673,103.837332
202 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.342026,103.850654
202 Choa Chu Kang Avenue 1,"Choa Chu Kang Avenue 1, Singapore",hdb,1.381837,103.749465
202 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.343781,103.715096
202 Bukit Batok Street 21,"Bukit Batok Street 21, Singapore",hdb,1.346466,103.748591
